OBJECTID,CATEGORY,SUBCATEGORY,FEATURE_TYPE,SURFACE_MATERIAL,WIDTH,GRADE,SOURCE,SOURCE_DATE,WALKABILITYID,SHAPE.LEN
2327,SIDEWALK,NA,,CONCRETE,1.5,N,,2016-04-19,2327,64.4613302155621
2328,SIDEWALK,NA,,CONCRETE,1.5,N,,2016-04-19,2328,206.096834555319
2329,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,2329,81.2632511395861
2330,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2330,10.9192307535833
2331,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2331,18.9953641283867
2332,SIDEWALK,NA,,CONCRETE,2,N,ORTHO 2006,2006-04-01,2332,210.029532046743
2333,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2014,2014-05-15,2333,13.8378546928344
2334,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2334,17.006341977333
2335,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,2335,67.2726191350282
2336,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,2336,69.5338829830501
2337,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,2337,251.848717275108
2338,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2338,16.3979557414941
2339,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2006,2006-04-01,2339,124.294795228975
2340,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,2340,230.828683656272
2341,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2006,2006-04-01,2341,141.574444062175
2342,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,2342,57.0006825871396
2343,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,2343,137.310847334433
2344,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2006,2006-04-01,2344,52.6777993029322
2345,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2345,17.8659859781094
2346,TRAIL,MULTI-USE PATHWAY,SURFACE,ASPHALT,3,MODERATE,ORTHO 2014,2014-05-15,2346,3.36344259650733
2347,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,2347,252.961869366005
2348,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,2348,154.299064802737
2349,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2349,24.0420238336959
2350,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2350,17.879449097777
2351,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,2351,48.1788593794176
2352,LINK,PED AND BIKE LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2352,11.565326788725
2353,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2353,20.3322103385244
2354,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,2354,294.068581484749
2355,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2355,12.6015323357915
2356,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,2356,9.33699816712493
2357,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2014,2014-05-15,2357,17.8031303284001
2358,SIDEWALK,NA,,CONCRETE,1.5,N,,2016-04-19,2358,55.7549974352339
2359,SIDEWALK,NA,,CONCRETE,1.5,N,,2016-04-19,2359,179.686763194677
2360,TRAIL,MULTI-USE PATHWAY,SURFACE,CONCRETE,5,FLAT,2015 TRAIL INVENTORY PROJECT,2015-08-01,2360,7.73235280234936
2361,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2361,17.7441777110127
2362,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,2362,29.7220556830662
2363,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2363,20.4422681503301
2364,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2014,2014-05-15,2364,68.2341703150761
2365,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,2365,49.9717422879161
2366,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2366,20.264429579438
2367,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2367,17.9718873691663
2368,TRAIL,MULTI-USE PATHWAY,SURFACE,STONEDUST,3,TO INPUT,2015 TRAIL INVENTORY PROJECT,2015-10-01,2368,109.054488724593
2369,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,2369,95.5171028571753
2370,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2370,18.0334190050029
2371,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2371,15.5922101640531
2372,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2372,14.4241812502478
2373,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2373,17.4693669103949
2374,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2012,2012-04-01,2374,84.6850979707764
2375,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,2375,106.091792397835
2376,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2376,17.2166454784316
2377,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2377,8.91445175263179
2378,TRAIL,MULTI-USE PATHWAY,SURFACE,ASPHALT,3,FLAT,2015 TRAIL INVENTORY PROJECT,2015-10-01,2378,108.502594927942
2379,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,2379,419.190325332447
2380,TRAIL,MULTI-USE PATHWAY,SURFACE,NATURAL,0.75,TO INPUT,TO INPUT,2009-04-15,2380,88.2266191817766
2381,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,2381,78.9631568980116
2382,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,2382,63.5016305261217
2383,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,,2016-04-19,2383,18.5544508353117
2384,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2384,16.1735059007007
2385,TRAIL,MULTI-USE PATHWAY,SURFACE,ASPHALT,3,TO INPUT,2015 TRAIL INVENTORY PROJECT,2015-10-01,2385,33.0900925389161
2386,SIDEWALK,NA,,CONCRETE,1.5,N,,2016-04-19,2386,70.5708521361432
2387,SIDEWALK,NA,,CONCRETE,1.5,N,,2016-04-19,2387,181.414895292946
2388,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,2388,68.084230004385
2389,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,2389,115.649867461619
2390,TRAIL,MULTI-USE PATHWAY,SURFACE,CONCRETE,4.5,STEEP,2015 TRAIL INVENTORY PROJECT,2015-10-01,2390,3.61065001627131
2391,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2006,2006-04-01,2391,244.833936199295
2392,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,2392,187.102239703406
2393,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,2393,218.846073072324
2394,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,2394,107.010676660922
2395,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,2395,33.0129886670383
2396,SIDEWALK,NA,,CONCRETE,2,N,ORTHO 2000,2000-04-01,2396,147.273093563339
2397,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2012,2012-04-01,2397,81.9363310929403
2398,TRAIL,MULTI-USE PATHWAY,SURFACE,CONCRETE,2,MODERATE,2015 TRAIL INVENTORY PROJECT,2015-10-01,2398,5.45345487741487
2399,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2399,25.8944794556678
2400,TRAIL,CONNECTING PATHWAY,BRIDGE,CONCRETE,2,FLAT,2015 TRAIL INVENTORY PROJECT,2015-10-01,2400,16.6722198935835
2401,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,2401,92.5805574398365
2402,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2402,17.9305440659228
2403,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2014,2014-05-15,2403,61.6540879639847
2404,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,2404,97.1146725665348
2405,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2405,17.3997036813849
2406,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,2406,624.456849371952
2407,TRAIL,CONNECTING PATHWAY,SURFACE,NATURAL,3,TO INPUT,2015 TRAIL INVENTORY PROJECT,2015-08-02,2407,15.8894468815343
2408,TRAIL,MULTI-USE PATHWAY,SURFACE,CONCRETE,3,FLAT,2015 TRAIL INVENTORY PROJECT,2015-08-01,2408,6.85728976272696
2409,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,2409,110.291866537159
2410,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2410,13.7910303095889
2411,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2006,2006-04-01,2411,21.9775653510596
2412,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,2412,123.902206606895
2413,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,2413,259.581856911303
2414,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,2414,208.289356433424
2415,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2415,19.7635265582841
2416,TRAIL,MULTI-USE PATHWAY,SURFACE,ASPHALT,2.5,FLAT,2015 TRAIL INVENTORY PROJECT,2015-10-01,2416,22.8555225813683
2417,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2417,17.9393825111122
2418,TRAIL,DRIVEWAY CONNECTION,SURFACE,ASPHALT,0,MODERATE,CCL TRAIL,2010-09-01,2418,80.6146452970306
2419,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2419,17.4075861353606
2420,TRAIL,MULTI-USE PATHWAY,SURFACE,STONEDUST,1.75,FLAT,2015 TRAIL INVENTORY PROJECT,2015-10-01,2420,41.5369928396414
2421,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2421,13.8713889405495
2422,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2014,2014-05-15,2422,14.5153361359632
2423,SIDEWALK,NA,,CONCRETE,1.5,N,PLAN AND PROFILE,2007-12-13,2423,71.0728701675754
2424,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,2424,330.112012603173
2425,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2425,11.9545819805629
2426,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2426,18.530680164797
2427,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,2427,339.130426294433
2428,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,2428,86.762385332968
2429,TRAIL,CONNECTING PATHWAY,SURFACE,ASPHALT,3,FLAT,ORTHO 2014,2014-05-15,2429,3.67463389332869
2430,TRAIL,MULTI-USE PATHWAY,SURFACE,STONEDUST,3,MODERATE,2015 TRAIL INVENTORY PROJECT,2015-10-01,2430,916.068567491089
2431,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2014,2014-05-15,2431,16.8088605693545
2432,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2432,16.5779156425046
2433,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2433,16.6132400843424
2434,TRAIL,CONNECTING PATHWAY,SURFACE,STONEDUST,2.5,TO INPUT,2015 TRAIL INVENTORY PROJECT,2015-10-01,2434,13.4182654900015
2435,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,2435,290.067755249534
2436,TRAIL,MULTI-USE PATHWAY,SURFACE,ASPHALT,3,TO INPUT,2015 TRAIL INVENTORY PROJECT,2015-08-01,2436,10.260620038077
2437,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2006,2006-04-01,2437,160.479805205529
2438,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2438,20.8192880882128
2439,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2439,16.249887799305
2440,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,2440,242.906274048087
2441,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2441,14.7985989840255
2442,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,2442,73.8100532513695
2443,TRAIL,MULTI-USE PATHWAY,SURFACE,ASPHALT,3,FLAT,2015 TRAIL INVENTORY PROJECT,2015-10-01,2443,1.48819199366211
2444,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,2444,239.029053415996
2445,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2006,2006-04-01,2445,184.568753179539
2446,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2446,21.0608973408067
2447,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,2447,181.827232832956
2448,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2448,22.1892933463416
2449,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2449,24.6746561998339
2450,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2450,17.6122888634612
2451,TRAIL,MULTI-USE PATHWAY,SURFACE,ASPHALT,3,FLAT,TO INPUT,2016-04-19,2451,45.1474338971286
2452,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2452,18.4809992998214
2453,SIDEWALK,NA,,CONCRETE,1.5,N,,2016-04-19,2453,58.9144036905238
2454,SIDEWALK,NA,,CONCRETE,1.5,N,GENERAL PLAN,2006-03-22,2454,94.602695995106
2455,TRAIL,CONNECTING PATHWAY,SURFACE,NATURAL,1,TO INPUT,2015 TRAIL INVENTORY PROJECT,2015-10-01,2455,1.16411815551515
2456,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,2456,121.952909633001
2457,SIDEWALK,NA,,ASPHALT,1.5,N,SIDEWALK PRIORITY PROJECT,2005-10-01,2457,388.264975023852
2458,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2014,2014-05-15,2458,206.595935792607
2459,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2006,2006-04-01,2459,101.801892756716
2460,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,2460,421.940535497312
2461,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,2461,152.503789857972
2462,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2462,11.0756622795208
2463,SIDEWALK,NA,,CONCRETE,1.5,N,,2016-04-19,2463,64.0251623728934
2464,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,2464,149.030018648698
2465,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2465,7.1913968295457
2466,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,2466,160.84280380265
2467,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,2467,161.222255226894
2468,TRAIL,MULTI-USE PATHWAY,SURFACE,ASPHALT,3,TO INPUT,2015 TRAIL INVENTORY PROJECT,2015-10-01,2468,4.08812575271358
2469,SIDEWALK,NA,,CONCRETE,1.5,N,ENGINEERING PLAN,2016-04-19,2469,69.94498041034
2470,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,2470,59.642841874614
2471,SIDEWALK,NA,,CONCRETE,1.5,N,DON MOSS 2004 UPDATE,2004-10-14,2471,163.806656386131
2472,SIDEWALK,NA,,CONCRETE,1.5,N,,2016-04-19,2472,42.0519666875045
2473,TRAIL,MULTI-USE PATHWAY,SURFACE,STONEDUST,3,MODERATE,TO INPUT,2010-09-01,2473,66.7084437511277
2474,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2014,2014-05-15,2474,52.965209626988
2475,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,2475,360.179125184346
2476,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2476,13.6603335409499
2477,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2477,17.8803954019479
2478,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2478,19.0319703165489
2479,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2479,20.6069832066705
2480,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,2480,108.838756990207
2481,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,2481,428.152948679594
2482,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2482,18.6611953255948
2483,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,2483,114.423545565733
2484,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2006,2006-04-01,2484,164.133937034653
2485,TRAIL,CONNECTING PATHWAY,SURFACE,STONEDUST,3,TO INPUT,2015 TRAIL INVENTORY PROJECT,2015-10-01,2485,15.3176189876234
2486,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2486,18.0165562003397
2487,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,2487,56.492818128502
2488,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2014,2014-05-15,2488,89.9733118944168
2489,TRAIL,MULTI-USE PATHWAY,SURFACE,ASPHALT,3.5,TO INPUT,ORTHO 2014,2014-05-15,2489,4.42057609367829
2490,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2014,2014-05-15,2490,82.1147627811224
2491,TRAIL,MULTI-USE PATHWAY,SURFACE,GRAVEL,3,TO INPUT,2015 TRAIL INVENTORY PROJECT,2015-10-01,2491,93.5895418967565
2492,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,2492,129.636776763978
2493,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2014,2014-05-15,2493,16.8426983862444
2494,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,2494,129.032029258315
2495,TRAIL,MULTI-USE PATHWAY,SURFACE,ASPHALT,3,FLAT,2015 TRAIL INVENTORY PROJECT,2015-10-01,2495,105.547276897067
2496,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,,2016-04-19,2496,19.7964192964283
2497,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2497,16.795838134788
2498,SIDEWALK,NA,,CONCRETE,1.5,N,,2016-04-19,2498,29.4625638662015
2499,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2499,22.591642398241
2500,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2500,11.06218964672
2501,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2501,17.5309752281497
2502,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,2502,69.1966231947986
2503,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2503,13.4728267828248
2504,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,2504,121.671409635527
2505,TRAIL,MULTI-USE PATHWAY,SURFACE,STONEDUST,3,FLAT,2015 TRAIL INVENTORY PROJECT,2015-10-01,2505,18.8099800045266
2506,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2506,9.72768430871397
2507,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,2507,83.4112636642161
2508,TRAIL,MULTI-USE PATHWAY,SURFACE,STONEDUST,2.5,FLAT,2015 TRAIL INVENTORY PROJECT,2015-10-01,2508,78.4665646600006
2509,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,2509,112.230770437614
2510,SIDEWALK,NA,,CONCRETE,2,N,ORTHO 2003,2003-04-01,2510,143.753189383824
2511,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,2511,119.951322683593
2512,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2512,23.4048462716592
2513,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2014,2014-05-15,2513,62.1334953963641
2514,TRAIL,CONNECTING PATHWAY,SURFACE,ASPHALT,2.5,MODERATE,2015 TRAIL INVENTORY PROJECT,2015-10-01,2514,259.714313247418
2515,SIDEWALK,NA,,CONCRETE,1.5,N,,2016-04-19,2515,63.9444186205489
2516,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2014,2014-05-15,2516,19.0792557863246
2517,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,2517,204.255953179195
2518,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2518,11.7516427553768
2519,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2519,16.4088019660181
2520,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,2520,327.485112359224
2521,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2521,13.0997278788531
2522,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2009,2016-04-19,2522,74.0962269116726
2523,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2523,17.1246077622233
2524,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2524,17.9685254801277
2525,TRAIL,MULTI-USE PATHWAY,SURFACE,CONCRETE,3,FLAT,ORTHO 2014,2014-05-15,2525,2.4036001601764
2526,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2526,18.1182625927543
2527,TRAIL,MULTI-USE PATHWAY,SURFACE,ASPHALT,2.25,FLAT,2015 TRAIL INVENTORY PROJECT,2015-10-01,2527,93.2410023266273
2528,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,2528,65.6654908736956
2529,TRAIL,MULTI-USE PATHWAY,SURFACE,ASPHALT,2.25,FLAT,2015 TRAIL INVENTORY PROJECT,2010-09-01,2529,15.4177081986915
2530,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2530,14.0321551520071
2531,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2531,18.0395715425838
2532,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,2532,233.528446957275
2533,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2533,16.3418149597895
2534,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2534,13.1874017945159
2535,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,2535,80.447112498162
2536,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2536,15.5761031769824
2537,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2537,16.6837458174116
2538,TRAIL,MULTI-USE PATHWAY,SURFACE,STONEDUST,2,MODERATE,2015 TRAIL INVENTORY PROJECT,2015-10-01,2538,20.3902888750462
2539,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2006,2006-04-01,2539,354.452358742954
2540,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2009,2016-04-19,2540,140.320250665365
2541,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2006,2006-04-01,2541,118.238718112004
2542,TRAIL,MULTI-USE PATHWAY,SURFACE,STONEDUST,3,MODERATE,2015 TRAIL INVENTORY PROJECT,2015-10-01,2542,463.556314796227
2543,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2543,17.7143323018397
2544,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,2544,62.0006152609706
2545,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2545,13.8789547246902
2546,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2014,2014-05-15,2546,14.6530830421451
2547,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,2547,186.094098763395
2548,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,2548,156.108922846398
2549,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,2549,148.217879020129
2550,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,2550,59.3402622728657
2551,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,2551,103.174678905098
2552,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2552,15.3856093129262
2553,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2553,8.5634835814638
2554,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2554,16.4893344222864
2555,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,2555,128.617902241821
2556,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2556,17.2439539401496
2557,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,2557,20.2510907997569
