OBJECTID,PATH_TYPE,STATUS,SURFACE,LENGTH_M
3971,Sidewalk,Active,Concrete,437.921926
3972,Sidewalk,Active,Concrete,50.721503
3973,Sidewalk,Active,Concrete,36.737312
3974,Sidewalk,Active,Concrete,13.781599
3975,Sidewalk,Active,Concrete,94.812042
3976,Sidewalk,Active,Concrete,39.662878
3977,Community Trail,Active,,1015.835192
3978,Sidewalk,Active,Concrete,192.859538
3979,Sidewalk,Active,Concrete,271.80153
3980,Sidewalk,Active,Concrete,101.710472
3981,Sidewalk,Active,Concrete,539.869566
3982,Sidewalk,Active,Concrete,9.829583
3983,Sidewalk,Active,Concrete,61.768751
3984,Sidewalk,Active,Concrete,43.445928
3985,Sidewalk,Active,Concrete,58.069906
3986,Sidewalk,Active,Concrete,63.513005
3987,Sidewalk,Active,Concrete,140.621535
3988,Community Trail,Active,,55.060673
3989,Sidewalk,Active,Concrete,87.941342
3990,Sidewalk,Active,Concrete,123.03913
3991,Sidewalk,Active,Concrete,231.073421
3992,Sidewalk,Active,Concrete,439.940597
3993,Sidewalk,Active,Concrete,62.273688
3994,Sidewalk,Active,Concrete,259.563465
3995,Sidewalk,Active,Concrete,138.593589
3996,Community Trail,Active,,150.738028
3997,Sidewalk,Active,Concrete,73.868233
3998,Sidewalk,Active,Concrete,16.032041
3999,Sidewalk,Active,Concrete,80.242458
4000,Sidewalk,Active,Concrete,240.269475
4001,Sidewalk,Active,Concrete,93.25177
4002,Community Trail,Active,Asphalt,83.372873
4003,Community Trail,Active,,88.467548
4004,Sidewalk,Active,Concrete,5.112175
4005,Sidewalk,Active,Concrete,166.98875
4006,Sidewalk,Active,Concrete,166.148493
4007,Sidewalk,Active,Concrete,136.613134
4008,Sidewalk,Active,Concrete,333.756453
4009,Sidewalk,Active,Concrete,14.796182
4010,Sidewalk,Active,Concrete,22.68138
4011,Sidewalk,Active,Concrete,9.843584
4012,Multi Use,Active,,332.755492
4013,Sidewalk,Active,Concrete,26.714979
4014,Community Trail,Active,Bridge,9.501773
4015,Sidewalk,Active,Concrete,277.859998
4016,Sidewalk,Active,Concrete,33.357622
4017,Sidewalk,Active,Concrete,41.13194
4018,Sidewalk,Active,Concrete,233.056589
4019,Sidewalk,Active,Concrete,40.315213
4020,Sidewalk,Active,Concrete,97.709535
4021,Sidewalk,Active,Concrete,160.123972
4022,Sidewalk,Active,Concrete,112.376265
4023,Community Trail,Active,Asphalt,79.501261
4024,Walkway,Active,Asphalt,37.069256
4025,Community Trail,Active,Asphalt,18.260473
4026,Sidewalk,Active,Concrete,72.496459
4027,Sidewalk,Active,Concrete,45.457311
4028,Sidewalk,Active,Concrete,39.856631
4029,Community Trail,Active,Asphalt,164.904
4030,Sidewalk,Active,Concrete,57.224784
4031,Sidewalk,Active,Concrete,81.749779
4032,Sidewalk,Active,Concrete,163.864324
4033,Community Trail,Active,,37.636737
4034,Sidewalk,Active,Concrete,400.555989
4035,Sidewalk,Active,Concrete,109.221624
4036,Sidewalk,Active,Concrete,201.943189
4037,Community Trail,Active,Mulch,292.909536
4038,Sidewalk,Active,Concrete,160.431741
4039,Sidewalk,Active,Concrete,110.242308
4040,Sidewalk,Active,Concrete,38.757547
4041,Community Trail,Active,Asphalt,27.37468
4042,Sidewalk,Active,Concrete,69.686732
4043,Sidewalk,Active,Concrete,115.21416
4044,Sidewalk,Active,Concrete,3.791505
4045,Sidewalk,Active,Concrete,172.147854
4046,Sidewalk,Active,Concrete,45.444567
4047,Sidewalk,Active,Concrete,18.615413
4048,Sidewalk,Active,Concrete,34.844074
4049,Sidewalk,Active,Concrete,66.923165
4050,Community Trail,Active,Asphalt,57.712488
4051,Sidewalk,Active,Concrete,39.276353
4052,Walkway,Active,,74.211575
4053,Sidewalk,Active,Concrete,8.849682
4054,Community Trail,Active,Asphalt,113.493662
4055,Community Trail,Active,Asphalt,117.028692
4056,Sidewalk,Active,Concrete,42.064199
4057,Sidewalk,Active,Concrete,23.470591
4058,Sidewalk,Active,Concrete,141.813376
4059,Walkway,Active,,43.893439
4060,Sidewalk,Active,Concrete,195.439047
4061,Sidewalk,Active,Concrete,38.01943
4062,Sidewalk,Active,Concrete,138.879548
4063,Sidewalk,Active,Concrete,385.349408
4064,Sidewalk,Active,Concrete,119.761175
4065,Sidewalk,Active,Concrete,10.266224
4066,Multi Use,Active,,76.768062
4067,Sidewalk,Active,Concrete,132.580941
4068,Sidewalk,Active,Concrete,37.858136
4069,Sidewalk,Active,Concrete,285.536262
4070,Sidewalk,Active,Concrete,61.890958
4071,Sidewalk,Active,Concrete,154.133564
4072,Walkway,Active,,74.874249
4073,Sidewalk,Active,Concrete,85.052138
4074,Sidewalk,Active,Concrete,154.638245
4075,Community Trail,Active,Asphalt,15.690816
4076,Sidewalk,Active,Concrete,78.972501
4077,Community Trail,Active,Asphalt,94.606219
4078,Walkway,Active,Asphalt,72.914332
4079,Sidewalk,Active,Concrete,15.004616
4080,Community Trail,Active,,13.59646
4081,Community Trail,Active,Mulch,106.328669
4082,Sidewalk,Active,Concrete,35.797929
4083,Community Trail,Active,Asphalt,85.944771
4084,Community Trail,Active,Asphalt,36.782742
4085,Walkway,Active,Asphalt,36.8
4086,Sidewalk,Active,Concrete,15.158824
4087,Sidewalk,Active,Concrete,30.151801
4088,Sidewalk,Active,Concrete,117.995251
4089,Sidewalk,Active,Concrete,49.78372
4090,Walkway,Active,Concrete,11.358129
4091,Sidewalk,Active,Concrete,32.769331
4092,Sidewalk,Active,Concrete,224.770444
4093,Sidewalk,Active,Concrete,65.903486
4094,Sidewalk,Active,Concrete,88.972526
4095,Sidewalk,Active,Concrete,40.373755
4096,Walkway,Active,Asphalt,42.84335
4097,Sidewalk,Active,Concrete,120.303801
4098,Sidewalk,Active,Concrete,73.259189
4099,Sidewalk,Active,Concrete,3.354036
4100,Sidewalk,Active,Concrete,208.392691
4101,Sidewalk,Active,Concrete,185.79182
4102,Walkway,Active,Concrete,23.880155
4103,Sidewalk,Active,Concrete,83.886438
4104,Community Trail,Active,Stonedust,337.657493
4105,Sidewalk,Active,Concrete,60.636321
4106,Sidewalk,Active,Concrete,53.930528
4107,Walkway,Active,,43.155868
4108,Sidewalk,Active,Concrete,93.591802
4109,Sidewalk,Active,Concrete,159.278995
4110,Sidewalk,Active,Concrete,11.459811
4111,Community Trail,Active,Asphalt,85.595138
4112,Sidewalk,Active,Concrete,51.414789
4113,Sidewalk,Active,Concrete,49.197832
4114,Sidewalk,Active,Concrete,12.009857
4115,Community Trail,Active,Asphalt,63.549252
4116,Walkway,Active,Asphalt,77.366067
4117,Sidewalk,Active,Concrete,4.97804
4118,Sidewalk,Active,Concrete,44.855721
4119,Sidewalk,Active,Concrete,424.221886
4120,Community Trail,Active,Asphalt,249.352974
4121,Community Trail,Active,Asphalt,192.895223
4122,Sidewalk,Active,Concrete,163.862603
4123,Sidewalk,Active,Concrete,52.286665
4124,Sidewalk,Active,Concrete,66.128706
4125,Sidewalk,Active,Concrete,187.595882
4126,Community Trail,Active,,138.313311
4127,Sidewalk,Active,Concrete,88.490241
4128,Walkway,Active,Asphalt,82.468188
4129,Sidewalk,Active,Concrete,119.932494
4130,Sidewalk,Active,Concrete,36.766522
4131,Walkway,Active,,85.799897
4132,Sidewalk,Active,Concrete,79.47504
4133,Sidewalk,Active,Concrete,16.856129
4134,Sidewalk,Active,Concrete,98.603271
4135,Sidewalk,Active,Concrete,79.709074
4136,Sidewalk,Active,Concrete,187.099746
4137,Sidewalk,Active,Concrete,44.027949
4138,Sidewalk,Active,Concrete,81.901169
4139,Sidewalk,Active,Concrete,93.634628
4140,Sidewalk,Active,Concrete,76.402875
4141,Sidewalk,Active,Concrete,73.463463
4142,Walkway,Active,Asphalt,53.70106
4143,Sidewalk,Active,Concrete,333.538229
4144,Sidewalk,Active,Concrete,81.546294
4145,Sidewalk,Active,Concrete,102.340614
4146,Sidewalk,Active,Concrete,200.91936
4147,Community Trail,Active,Stonedust,243.513456
4148,Sidewalk,Active,Concrete,183.670333
4149,Sidewalk,Active,Concrete,6.461056
4150,Sidewalk,Active,Concrete,110.816578
4151,Sidewalk,Active,Concrete,146.519614
4152,Sidewalk,Active,Concrete,38.528008
4153,Sidewalk,Active,Concrete,89.309304
4154,Walkway,Active,Asphalt,66.679347
4155,Sidewalk,Active,Concrete,205.4245
4156,Sidewalk,Active,Concrete,47.958363
4157,Sidewalk,Active,Concrete,70.920536
4158,Sidewalk,Active,Concrete,54.490923
4159,Sidewalk,Active,Concrete,107.163302
4160,Sidewalk,Active,Concrete,9.552214
4161,Sidewalk,Active,Concrete,14.878621
4162,Sidewalk,Active,Concrete,46.021036
4163,Community Trail,Active,Asphalt,180.977253
4164,Sidewalk,Active,Concrete,37.661147
4165,Community Trail,Active,Asphalt,475.781018
4166,Sidewalk,Active,Concrete,22.863835
4167,Sidewalk,Active,Concrete,76.77445
4168,Sidewalk,Active,Concrete,49.49607
4169,Sidewalk,Active,Concrete,215.830142
4170,Sidewalk,Active,Concrete,38.266092
4171,Sidewalk,Active,Concrete,259.266303
4172,Sidewalk,Active,Concrete,83.402401
4173,Sidewalk,Active,Concrete,68.944254
4174,Sidewalk,Active,Concrete,39.470728
4175,Sidewalk,Active,Concrete,171.534433
4176,Sidewalk,Active,Concrete,46.887973
4177,Sidewalk,Active,Concrete,2.069262
4178,Sidewalk,Active,Concrete,162.045963
4179,Community Trail,Active,Stonedust,336.234939
4180,Sidewalk,Active,Concrete,117.076325
4181,Sidewalk,Active,Concrete,392.222609
4182,Sidewalk,Active,Concrete,38.511124
4183,Sidewalk,Active,Concrete,33.606811
4184,Sidewalk,Active,Concrete,87.882363
4185,Sidewalk,Active,Concrete,76.141024
4186,Sidewalk,Active,Concrete,166.419803
4187,Sidewalk,Active,Concrete,128.211666
4188,Sidewalk,Active,Concrete,3.403815
4189,Sidewalk,Active,Concrete,76.709849
4190,Community Trail,Active,Asphalt,90.85133
4191,Sidewalk,Active,Concrete,35.267894
4192,Sidewalk,Active,Concrete,327.940068
4193,Sidewalk,Active,Concrete,67.420964
4194,Sidewalk,Active,Concrete,102.65682
4195,Sidewalk,Active,Concrete,112.832084
4196,Sidewalk,Active,Concrete,137.02083
4197,Walkway,Active,,76.017495
4198,Sidewalk,Active,Concrete,86.295718
4199,Sidewalk,Active,Concrete,96.506261
4200,Sidewalk,Active,Concrete,154.429031
4201,Sidewalk,Active,Concrete,122.070499
4202,Sidewalk,Active,Concrete,10.298535
4203,Sidewalk,Active,Concrete,131.32838
4204,Sidewalk,Active,Concrete,12.541412
4205,Sidewalk,Active,Concrete,451.635468
4206,Sidewalk,Active,Concrete,33.896468
4207,Walkway,Active,Asphalt,72.268394
4208,Multi Use,Active,,180.858748
4209,Community Trail,Active,Mulch,48.936775
4210,Sidewalk,Active,Concrete,19.584076
4211,Multi Use,Active,,11.703792
4212,Sidewalk,Active,Concrete,189.037939
4213,Sidewalk,Active,Concrete,6.339531
4214,Sidewalk,Active,Concrete,78.657933
4215,Sidewalk,Active,Concrete,190.328303
4216,Sidewalk,Active,Concrete,70.926375
4217,Walkway,Active,Concrete,51.27825
4218,Walkway,Active,Asphalt,40.117686
4219,Walkway,Active,Asphalt,91.954642
4220,Sidewalk,Active,Concrete,73.067777
4221,Sidewalk,Active,Concrete,184.868898
4222,Sidewalk,Active,Concrete,102.73453
4223,Sidewalk,Active,Concrete,218.862276
4224,Community Trail,Active,Asphalt,194.544881
4225,Sidewalk,Active,Concrete,54.88549
4226,Sidewalk,Active,Concrete,51.029477
4227,Sidewalk,Active,Concrete,57.451124
4228,Sidewalk,Active,Concrete,335.832615
4229,Community Trail,Active,Asphalt,22.642707
4230,Sidewalk,Active,Concrete,13.196702
4231,Sidewalk,Active,Concrete,4.71572
4232,Sidewalk,Active,Concrete,20.581345
4233,Community Trail,Active,Asphalt,283.74711
4234,Community Trail,Active,Stonedust,292.975201
4235,Community Trail,Active,Asphalt,140.94444
4236,Community Trail,Active,Asphalt,147.930897
4237,Community Trail,Active,Stonedust,35.898844
4238,Community Trail,Active,Stonedust,347.157191
4239,Community Trail,Active,Varies,186.999613
4240,Community Trail,Active,Asphalt,93.426959
4241,Community Trail,Active,Asphalt,68.86668
4242,Community Trail,Active,Asphalt,132.827217
4243,Community Trail,Active,Asphalt,73.431661
4244,Community Trail,Active,Asphalt,373.65999
4245,Sidewalk,Active,Concrete,92.41281
4246,Sidewalk,Active,Concrete,105.332068
4247,Walkway,Active,,39.147996
4248,Sidewalk,Active,Concrete,62.958803
4249,Sidewalk,Active,Concrete,151.765407
4250,Sidewalk,Active,Concrete,54.971377
4251,Sidewalk,Active,Concrete,54.501069
4252,Community Trail,Active,Asphalt,22.996519
4253,Sidewalk,Active,Concrete,34.056088
4254,Community Trail,Active,Bridge,15.290984
4255,Sidewalk,Active,Concrete,61.911861
4256,Sidewalk,Active,Concrete,82.062032
4257,Sidewalk,Active,Concrete,27.801623
4258,Sidewalk,Active,Concrete,48.398958
4259,Sidewalk,Active,Concrete,92.83532
4260,Sidewalk,Active,Concrete,208.582491
4261,Sidewalk,Active,Concrete,145.767732
4262,Community Trail,Active,,128.280862
4263,Community Trail,Active,Stonedust,169.737334
4264,Walkway,Active,,107.189961
4265,Sidewalk,Active,Concrete,206.926576
4266,Sidewalk,Active,Concrete,9.2555
4267,Sidewalk,Active,Concrete,100.858482
4268,Sidewalk,Active,Concrete,77.287765
4269,Sidewalk,Active,Concrete,61.740844
4270,Sidewalk,Active,Concrete,50.855821
4271,Sidewalk,Active,Concrete,105.930875
4272,Sidewalk,Active,Concrete,88.652157
4273,Community Trail,Active,,80.102922
4274,Sidewalk,Active,Concrete,6.153179
4275,Sidewalk,Active,Concrete,57.620387
4276,Sidewalk,Active,Concrete,73.164305
4277,Sidewalk,Active,Concrete,183.809862
4278,Sidewalk,Active,Concrete,215.427952
4279,Sidewalk,Active,Concrete,86.381711
4280,Sidewalk,Active,Concrete,250.305033
4281,Sidewalk,Active,Concrete,73.899998
4282,Community Trail,Active,Asphalt,8.715899
4283,Sidewalk,Active,Concrete,45.46792
4284,Sidewalk,Active,Concrete,95.111446
4285,Community Trail,Active,Asphalt,41.483603
4286,Community Trail,Active,,10.731871
4287,Sidewalk,Active,Concrete,177.29548
4288,Sidewalk,Active,Concrete,83.042156
4289,Community Trail,Active,Asphalt,231.008307
4290,Community Trail,Active,Asphalt,14.170863
4291,Sidewalk,Active,Concrete,41.8071
4292,Sidewalk,Active,Concrete,142.585687
4293,Sidewalk,Active,Concrete,40.398441
4294,Sidewalk,Active,Concrete,64.799875
4295,Sidewalk,Active,Concrete,80.910499
4296,Community Trail,Active,Asphalt,100.875202
4297,Sidewalk,Active,Concrete,107.111445
4298,Sidewalk,Active,Concrete,2.554089
4299,Community Trail,Active,Varies,221.101196
4300,Sidewalk,Active,Concrete,44.989732
4301,Walkway,Active,Asphalt,71.170736
4302,Sidewalk,Active,Concrete,48.327874
4303,Sidewalk,Active,Concrete,82.695028
4304,Sidewalk,Active,Concrete,48.54919
4305,Community Trail,Active,Stonedust,423.845436
4306,Sidewalk,Active,Concrete,83.100943
4307,Community Trail,Active,Stonedust,101.79032
4308,Sidewalk,Active,Concrete,51.96644
4309,Sidewalk,Active,Concrete,92.711343
4310,Community Trail,Active,,224.191109
4311,Multi Use,Active,,6.087202
4312,Sidewalk,Active,Concrete,101.827864
4313,Sidewalk,Active,Concrete,175.185325
4314,Sidewalk,Active,Concrete,91.603468
4315,Sidewalk,Active,Concrete,104.902238
4316,Sidewalk,Active,Concrete,16.111803
4317,Sidewalk,Active,Concrete,2.258968
4318,Sidewalk,Active,Concrete,247.952133
4319,Sidewalk,Active,Concrete,90.920839
4320,Sidewalk,Active,Concrete,135.77145
4321,Community Trail,Active,Bridge,12.480965
4322,Multi Use,Active,,783.529732
4323,Sidewalk,Active,Concrete,37.695684
4324,Sidewalk,Active,Concrete,256.776731
4325,Sidewalk,Active,Concrete,259.779182
4326,Community Trail,Active,,50.488218
4327,Sidewalk,Active,Concrete,108.737885
4328,Sidewalk,Active,Concrete,94.354158
4329,Sidewalk,Active,Concrete,33.729214
4330,Sidewalk,Active,Concrete,70.60485
4331,Sidewalk,Active,Concrete,102.47115
4332,Sidewalk,Active,Concrete,38.099301
4333,Sidewalk,Active,Concrete,74.008825
4334,Sidewalk,Active,Concrete,100.44615
4335,Sidewalk,Active,Concrete,44.071372
4336,Sidewalk,Active,Concrete,15.748323
4337,Community Trail,Active,Asphalt,400.023408
4338,Sidewalk,Active,Concrete,61.884681
4339,Sidewalk,Active,Concrete,204.165357
4340,Sidewalk,Active,Concrete,291.363541
4341,Sidewalk,Active,Concrete,9.026522
4342,Sidewalk,Active,Concrete,29.889409
4343,Sidewalk,Active,Concrete,11.306654
4344,Sidewalk,Active,Concrete,78.476298
4345,Sidewalk,Active,Concrete,79.371338
4346,Sidewalk,Active,Concrete,13.968593
4347,Sidewalk,Active,Concrete,118.200406
4348,Sidewalk,Active,Concrete,148.483075
4349,Sidewalk,Active,Concrete,172.991557
4350,Walkway,Active,Asphalt,74.728682
4351,Sidewalk,Active,Concrete,147.80838
4352,Sidewalk,Active,Concrete,94.81091
4353,Sidewalk,Active,Concrete,167.379409
4354,Sidewalk,Active,Concrete,48.185467
4355,Sidewalk,Active,Concrete,15.479117
4356,Sidewalk,Active,Concrete,46.425685
4357,Community Trail,Active,Mulch,35.24914
4358,Sidewalk,Active,Concrete,112.944643
4359,Sidewalk,Active,Concrete,66.570794
4360,Walkway,Active,,37.520136
4361,Sidewalk,Active,Concrete,12.973055
4362,Sidewalk,Active,Concrete,218.944894
4363,Community Trail,Active,,21.731149
4364,Sidewalk,Active,Concrete,20.755607
4365,Walkway,Active,Asphalt,51.466669
4366,Sidewalk,Active,Concrete,111.191179
4367,Multi Use,Active,Asphalt,85.646151
4368,Sidewalk,Active,Concrete,134.031362
4369,Sidewalk,Active,Concrete,29.910628
4370,Sidewalk,Active,Concrete,49.401975
4371,Sidewalk,Active,Concrete,37.663134
4372,Sidewalk,Active,Concrete,8.686474
4373,Sidewalk,Active,Concrete,347.568545
4374,Sidewalk,Active,Concrete,64.328508
4375,Sidewalk,Active,Concrete,45.106072
4376,Sidewalk,Active,Concrete,72.733348
4377,Sidewalk,Active,Concrete,37.937315
4378,Sidewalk,Active,Concrete,37.50835
4379,Sidewalk,Active,Concrete,38.283807
4380,Multi Use,Active,Asphalt,109.417527
4381,Sidewalk,Active,Concrete,207.444174
4382,Sidewalk,Active,Concrete,37.024311
4383,Sidewalk,Active,Concrete,41.89148
4384,Sidewalk,Active,Concrete,55.642027
4385,Sidewalk,Active,Concrete,66.189598
4386,Sidewalk,Active,Concrete,163.528911
4387,Community Trail,Active,,35.463214
4388,Walkway,Active,Asphalt,40.957539
4389,Sidewalk,Active,Concrete,101.177588
4390,Sidewalk,Active,Concrete,76.392631
4391,Sidewalk,Active,Concrete,58.521808
4392,Sidewalk,Active,Concrete,101.049801
4393,Sidewalk,Active,Concrete,165.077623
4394,Sidewalk,Active,Concrete,161.392427
4395,Sidewalk,Active,Concrete,58.114491
4396,Sidewalk,Active,Concrete,131.70203
4397,Sidewalk,Active,Concrete,43.891858
4398,Sidewalk,Active,Concrete,238.989471
4399,Sidewalk,Active,Concrete,2.364706
4400,Sidewalk,Active,Concrete,75.459933
4401,Sidewalk,Active,Concrete,60.168534
4402,Sidewalk,Active,Concrete,303.267697
4403,Community Trail,Active,,151.213758
4404,Sidewalk,Active,Concrete,29.652121
4405,Sidewalk,Active,Concrete,207.516754
4406,Sidewalk,Active,Concrete,47.23977
4407,Sidewalk,Active,Concrete,199.783092
4408,Community Trail,Active,Varies,110.300433
4409,Sidewalk,Active,Concrete,9.963033
4410,Sidewalk,Active,Concrete,150.067239
4411,Community Trail,Active,Asphalt,6.981313
4412,Sidewalk,Active,Concrete,34.463375
4413,Sidewalk,Active,Concrete,73.567047
4414,Sidewalk,Active,Concrete,196.809449
4415,Walkway,Active,,101.639874
4416,Sidewalk,Active,Concrete,15.774785
4417,Sidewalk,Active,Concrete,70.667768
4418,Community Trail,Active,Asphalt,105.986088
4419,Sidewalk,Active,Concrete,76.860818
4420,Sidewalk,Active,Concrete,104.43182
4421,Sidewalk,Active,Concrete,211.908477
4422,Sidewalk,Active,Concrete,34.265175
4423,Sidewalk,Active,Concrete,139.848284
4424,Community Trail,Active,Asphalt,69.915622
4425,Community Trail,Active,Asphalt,20.672591
4426,Community Trail,Active,Asphalt,9.061431
4427,Sidewalk,Active,Concrete,7.574433
4428,Walkway,Active,Asphalt,24.569198
4429,Sidewalk,Active,Concrete,248.56222
4430,Sidewalk,Active,Concrete,53.873861
4431,Sidewalk,Active,Concrete,88.712122
4432,Community Trail,Active,,14.265371
4433,Community Trail,Active,Stonedust,8.49327
4434,Sidewalk,Active,Concrete,144.361749
4435,Sidewalk,Active,Concrete,87.881314
4436,Sidewalk,Active,Concrete,117.481247
4437,Sidewalk,Active,Concrete,36.730286
4438,Sidewalk,Active,Concrete,66.704905
4439,Community Trail,Active,Asphalt,172.983858
4440,Sidewalk,Active,Concrete,61.562779
4441,Community Trail,Active,Asphalt,196.92915
4442,Sidewalk,Active,Concrete,146.644861
4443,Sidewalk,Active,Concrete,27.082299
4444,Sidewalk,Active,Concrete,131.997085
4445,Sidewalk,Active,Concrete,67.712832
4446,Sidewalk,Active,Concrete,45.217751
4447,Sidewalk,Active,Concrete,40.08034
4448,Sidewalk,Active,Concrete,84.433506
4449,Sidewalk,Active,Concrete,109.91225
4450,Sidewalk,Active,Concrete,66.109606
4451,Sidewalk,Active,Concrete,124.399837
4452,Sidewalk,Active,Concrete,12.873959
4453,Multi Use,Active,Asphalt,72.720216
4454,Sidewalk,Active,Concrete,58.689228
4455,Sidewalk,Active,Concrete,122.118706
4456,Sidewalk,Active,Concrete,33.845602
4457,Sidewalk,Active,Concrete,346.932961
4458,Sidewalk,Active,Concrete,65.137826
4459,Community Trail,Active,,53.945416
4460,Sidewalk,Active,Concrete,85.236958
4461,Sidewalk,Active,Concrete,246.227561
4462,Multi Use,Active,,6.20116
4463,Walkway,Active,Asphalt,77.434016
4464,Sidewalk,Active,Concrete,46.014774
4465,Sidewalk,Active,Concrete,70.710778
4466,Sidewalk,Active,Concrete,115.251005
4467,Sidewalk,Active,Concrete,343.038511
4468,Sidewalk,Active,Concrete,147.720132
4469,Sidewalk,Active,Concrete,37.064571
4470,Sidewalk,Active,Concrete,57.64385
4471,Sidewalk,Active,Concrete,122.632429
4472,Sidewalk,Active,Concrete,163.49138
4473,Community Trail,Active,,11.611127
4474,Sidewalk,Active,Concrete,33.952516
4475,Sidewalk,Active,Concrete,70.091612
4476,Community Trail,Active,Stonedust,150.0984
4477,Sidewalk,Active,Concrete,2.736145
4478,Sidewalk,Active,Concrete,111.633606
4479,Sidewalk,Active,Concrete,188.772201
4480,Sidewalk,Active,Concrete,48.339982
4481,Sidewalk,Active,Concrete,100.412133
4482,Walkway,Active,Asphalt,48.691925
4483,Sidewalk,Active,Concrete,84.818295
4484,Sidewalk,Active,Concrete,6.182662
4485,Community Trail,Active,Asphalt,35.155416
4486,Multi Use,Active,,51.014797
4487,Sidewalk,Active,Concrete,120.594012
4488,Walkway,Active,Asphalt,36.790987
4489,Community Trail,Active,,526.362306
4490,Community Trail,Active,Stonedust,781.821946
4491,Community Trail,Active,Asphalt,81.126326
4492,Community Trail,Active,Asphalt,39.737228
4493,Sidewalk,Active,Concrete,318.987158
4494,Sidewalk,Active,Concrete,47.326368
4495,Community Trail,Active,,177.89659
4496,Sidewalk,Active,Concrete,26.619994
4497,Sidewalk,Active,Concrete,30.158884
4498,Sidewalk,Active,Concrete,76.602724
4499,Sidewalk,Active,Concrete,5.814458
4500,Sidewalk,Active,Concrete,115.576053
4501,Sidewalk,Active,Concrete,24.516858
4502,Sidewalk,Active,Concrete,71.178171
4503,Sidewalk,Active,Concrete,117.998318
4504,Sidewalk,Active,Concrete,57.22533
4505,Sidewalk,Active,Concrete,13.685473
4506,Sidewalk,Active,Concrete,63.592808
4507,Sidewalk,Active,Concrete,103.770119
4508,Sidewalk,Active,Concrete,67.34998
4509,Sidewalk,Active,Concrete,107.459881
4510,Community Trail,Active,,203.313536
4511,Sidewalk,Active,Concrete,94.487812
4512,Sidewalk,Active,Concrete,159.027187
4513,Sidewalk,Active,Concrete,115.760602
4514,Sidewalk,Active,Concrete,164.935609
4515,Sidewalk,Active,Concrete,67.950422
4516,Sidewalk,Active,Concrete,8.06109
4517,Sidewalk,Active,Concrete,41.687645
4518,Sidewalk,Active,Concrete,114.954794
4519,Sidewalk,Active,Concrete,141.401737
4520,Sidewalk,Active,Concrete,121.701575
4521,Sidewalk,Active,Concrete,158.511103
4522,Sidewalk,Active,Concrete,102.687101
4523,Sidewalk,Active,Concrete,149.763836
4524,Sidewalk,Active,Concrete,12.910542
4525,Sidewalk,Active,Concrete,284.56533
4526,Sidewalk,Active,Concrete,107.732878
4527,Community Trail,Active,Asphalt,17.75447
4528,Sidewalk,Active,Concrete,88.879324
4529,Sidewalk,Active,Concrete,89.011096
4530,Sidewalk,Active,Concrete,14.118835
4531,Sidewalk,Active,Concrete,173.426952
4532,Sidewalk,Active,Concrete,102.541093
4533,Sidewalk,Active,Concrete,124.661244
4534,Sidewalk,Active,Concrete,304.023962
4535,Sidewalk,Active,Concrete,75.095349
4536,Sidewalk,Active,Concrete,72.425578
4537,Sidewalk,Active,Concrete,109.806077
4538,Sidewalk,Active,Concrete,82.738329
4539,Sidewalk,Active,Concrete,131.83246
4540,Community Trail,Active,Asphalt,38.407006
4541,Sidewalk,Active,Concrete,28.277553
4542,Sidewalk,Active,Concrete,40.552691
4543,Sidewalk,Active,Concrete,148.065122
4544,Sidewalk,Active,Concrete,159.482039
4545,Sidewalk,Active,Concrete,181.899502
4546,Sidewalk,Active,Concrete,118.540861
4547,Sidewalk,Active,Concrete,94.568168
4548,Community Trail,Active,Bridge,12.957402
4549,Sidewalk,Active,Concrete,29.732051
4550,Sidewalk,Active,Concrete,85.288294
4551,Community Trail,Active,Asphalt,157.537858
4552,Sidewalk,Active,Concrete,141.346931
4553,Sidewalk,Active,Concrete,111.4863
4554,Sidewalk,Active,Concrete,208.296293
4555,Sidewalk,Active,Concrete,2.594901
4556,Sidewalk,Active,Concrete,144.318871
4557,Sidewalk,Active,Concrete,127.194025
4558,Sidewalk,Active,Concrete,102.310225
4559,Sidewalk,Active,Concrete,228.360625
4560,Sidewalk,Active,Concrete,85.568662
4561,Sidewalk,Active,Concrete,149.218917
4562,Multi Use,Active,,2.86201
4563,Sidewalk,Active,Concrete,310.216328
4564,Sidewalk,Active,Concrete,126.994585
4565,Sidewalk,Active,Concrete,7.516309
4566,Sidewalk,Active,Concrete,170.718522
4567,Sidewalk,Active,Concrete,184.560642
4568,Sidewalk,Active,Concrete,93.246576
4569,Sidewalk,Active,Concrete,136.156263
4570,Sidewalk,Active,Concrete,94.268979
4571,Sidewalk,Active,Concrete,66.130935
4572,Sidewalk,Active,Concrete,76.763103
4573,Sidewalk,Active,Concrete,372.476804
4574,Sidewalk,Active,Concrete,106.279727
4575,Sidewalk,Active,Concrete,111.226242
4576,Sidewalk,Active,Concrete,230.616027
4577,Sidewalk,Active,Concrete,168.673095
4578,Sidewalk,Active,Concrete,128.796042
4579,Sidewalk,Active,Concrete,329.342919
4580,Sidewalk,Active,Concrete,12.268244
4581,Sidewalk,Active,Concrete,110.227903
4582,Sidewalk,Active,Concrete,125.190552
4583,Sidewalk,Active,Concrete,67.815814
4584,Sidewalk,Active,Concrete,81.69891
4585,Sidewalk,Active,Concrete,394.779939
4586,Community Trail,Active,Bridge,12.541463
4587,Sidewalk,Active,Concrete,245.419354
4588,Sidewalk,Active,Concrete,128.692565
